,userId,movieId,rating,timestamp
543,5,410,3.0,847435292
544,5,457,4.0,847434801
545,5,474,4.0,847435337
546,5,475,5.0,847435311
547,5,515,3.0,847435129
548,5,527,5.0,847434960
549,5,531,4.0,847435258
550,5,534,3.0,847435311
551,5,588,4.0,847434801
552,5,589,3.0,847435258
556,5,595,5.0,847434832
557,5,596,5.0,847435292
558,5,597,3.0,847434962
559,5,608,3.0,847435258
560,6,2,4.0,845553522
561,6,3,5.0,845554296
562,6,4,3.0,845554349
563,6,5,5.0,845553938
564,6,6,4.0,845553757
565,6,7,4.0,845554264
566,6,8,3.0,845555281
567,6,10,3.0,845553253
568,6,11,4.0,845553489
569,6,13,3.0,845555588
570,6,15,4.0,845554505
571,6,16,4.0,845553819
572,6,17,4.0,845553559
573,6,19,2.0,845553382
574,6,21,2.0,845553382
575,6,22,5.0,845553875
576,6,24,4.0,845554397
577,6,25,3.0,845553695
578,6,26,4.0,845555362
579,6,27,3.0,845555402
580,6,31,3.0,845553819
581,6,32,4.0,845553426
582,6,34,4.0,845553354
583,6,36,5.0,845553726
584,6,41,4.0,845554962
585,6,43,4.0,845555607
586,6,45,3.0,845553907
587,6,46,4.0,845554551
588,6,47,4.0,845553317
589,6,50,1.0,845553381
590,6,54,4.0,845555402
591,6,60,4.0,845554263
592,6,61,4.0,845555454
593,6,62,4.0,845553660
594,6,65,3.0,845555070
595,6,66,3.0,845555151
596,6,76,4.0,845555317
597,6,79,3.0,845554907
598,6,86,5.0,845556131
599,6,87,3.0,845555300
600,6,88,2.0,845555694
601,6,89,4.0,845555124
602,6,92,4.0,845555454
603,6,93,4.0,845554584
604,6,95,4.0,845553559
605,6,100,3.0,845555151
606,6,102,1.0,845555436
607,6,104,4.0,845554349
608,6,105,3.0,845553757
609,6,110,5.0,845553283
610,6,112,4.0,845553994
611,6,113,3.0,845556257
612,6,126,3.0,845555342
613,6,135,3.0,845554987
614,6,140,3.0,845555024
615,6,141,4.0,845553586
616,6,145,4.0,845553966
617,6,146,4.0,845555607
618,6,150,4.0,845553110
619,6,151,4.0,845553586
621,6,158,4.0,845553660
622,6,159,3.0,845555006
623,6,160,5.0,845553457
624,6,161,3.0,845553253
625,6,163,3.0,845553907
626,6,165,3.0,845553146
627,6,168,5.0,845553695
628,6,170,3.0,845554263
629,6,171,3.0,845555402
630,6,174,3.0,845554479
631,6,177,3.0,845554931
632,6,179,1.0,845555362
633,6,180,2.0,845555006
634,6,181,3.0,845553938
635,6,185,3.0,845553283
636,6,186,3.0,845553619
637,6,189,3.0,845556241
638,6,191,2.0,845554931
639,6,195,4.0,845554455
640,6,196,3.0,845553586
641,6,201,3.0,845556290
642,6,204,3.0,845553619
643,6,205,3.0,845555477
644,6,207,4.0,845554024
645,6,208,3.0,845553253
646,6,209,3.0,845556106
647,6,210,4.0,845556310
648,6,212,4.0,845556181
649,6,216,4.0,845554099
650,6,217,3.0,845555382
651,6,218,2.0,845553994
652,6,219,3.0,845556131
653,6,222,4.0,845554024
654,6,224,3.0,845553794
655,6,225,4.0,845553381
656,6,230,5.0,845553966
657,6,231,3.0,845553174
658,6,234,2.0,845554176
659,6,236,4.0,845553559
660,6,237,4.0,845553875
661,6,239,3.0,845554987
662,6,240,3.0,845555571
663,6,243,3.0,845555588
664,6,248,5.0,845554263
665,6,250,4.0,845555588
666,6,251,3.0,845556257
667,6,252,4.0,845553619
668,6,253,3.0,845553283
669,6,254,3.0,845555655
670,6,256,3.0,845553726
671,6,257,5.0,845554176
672,6,258,3.0,845555172
673,6,261,4.0,845553695
674,6,262,5.0,845554551
675,6,265,3.0,845553726
676,6,266,3.0,845553457
677,6,267,3.0,845554376
678,6,270,3.0,845555172
679,6,271,4.0,845555249
680,6,273,3.0,845553875
681,6,274,4.0,845555151
682,6,276,4.0,845553907
683,6,277,5.0,845553844
684,6,279,3.0,845555436
685,6,281,4.0,845554320
686,6,282,3.0,845553522
687,6,288,2.0,845553283
688,6,289,3.0,845554455
690,6,292,4.0,845553253
691,6,293,3.0,845553660
692,6,296,2.0,845553110
693,6,302,3.0,845555436
694,6,303,3.0,845554099
695,6,304,4.0,845555546
696,6,310,3.0,845556119
697,6,312,1.0,845555151
698,6,313,3.0,845555546
699,6,314,5.0,845554603
700,6,315,4.0,845553522
701,6,316,5.0,845553174
702,6,317,4.0,845553457
703,6,318,5.0,845553200
704,6,327,1.0,845554062
705,6,329,4.0,845553200
706,6,330,3.0,845555071
707,6,332,3.0,845555046
708,6,333,5.0,845553757
709,6,336,3.0,845556223
710,6,337,5.0,845553586
711,6,339,4.0,845553253
712,6,340,4.0,845555265
713,6,342,3.0,845553938
714,6,343,3.0,845555172
715,6,344,3.0,845553146
716,6,347,3.0,845555300
717,6,348,3.0,845553938
718,6,349,5.0,845553146
719,6,350,5.0,845553489
720,6,351,4.0,845554455
721,6,352,3.0,845555382
722,6,353,4.0,845553726
723,6,354,4.0,845555402
724,6,355,4.0,845553819
725,6,356,5.0,845553200
726,6,357,3.0,845553457
727,6,358,3.0,845555265
728,6,359,3.0,845556412
729,6,360,3.0,845555094
730,6,361,4.0,845554376
731,6,362,3.0,845553994
732,6,364,5.0,845553317
733,6,366,3.0,845554962
734,6,367,4.0,845553317
735,6,368,5.0,845553726
736,6,370,4.0,845553794
737,6,371,3.0,845554141
738,6,374,3.0,845554296
739,6,377,5.0,845553317
740,6,378,3.0,845554987
741,6,380,4.0,845553110
742,6,381,3.0,845553994
743,6,382,3.0,845554397
744,6,383,3.0,845554320
745,6,405,3.0,845554603
746,6,410,3.0,845553354
747,6,412,3.0,845554505
748,6,415,4.0,845554420
749,6,416,3.0,845554962
750,6,419,3.0,845554224
751,6,426,3.0,845554551
752,6,432,5.0,845553489
753,6,434,4.0,845553200
754,6,435,3.0,845553489
755,6,437,3.0,845554505
756,6,440,4.0,845553457
757,6,445,3.0,845555124
758,6,450,4.0,845555024
759,6,454,4.0,845553283
760,6,455,3.0,845554062
761,6,457,5.0,845553174
762,6,458,3.0,845555546
763,6,460,3.0,845555281
764,6,466,2.0,845553844
765,6,468,4.0,845553907
766,6,469,4.0,845555477
767,6,472,3.0,845555632
768,6,474,4.0,845553522
769,6,475,4.0,845554099
770,6,477,4.0,845554141
771,6,480,5.0,845553200
772,6,485,3.0,845553794
773,6,489,3.0,845554505
774,6,490,3.0,845554584
775,6,491,4.0,845554141
776,6,493,3.0,845555172
777,6,494,3.0,845554176
778,6,497,3.0,845553819
779,6,500,5.0,845553354
780,6,502,3.0,845554455
781,6,505,3.0,845555317
782,6,508,4.0,845553586
783,6,509,3.0,845553522
784,6,510,3.0,845555546
785,6,515,4.0,845553794
786,6,516,4.0,845554908
787,6,520,3.0,845553844
788,6,524,3.0,845554479
789,6,527,3.0,845553426
790,6,531,3.0,845554296
791,6,532,3.0,845554224
792,6,536,3.0,845556181
793,6,537,3.0,845554551
794,6,539,3.0,845553426
795,6,540,3.0,845554099
796,6,542,4.0,845554524
797,6,543,3.0,845554099
798,6,546,2.0,845554349
799,6,548,3.0,845554908
800,6,552,3.0,845553875
801,6,553,5.0,845553559
802,6,569,4.0,845555342
803,6,575,3.0,845555070
804,6,587,5.0,845553381
805,6,588,5.0,845553146
806,6,589,3.0,845553317
809,6,593,4.0,845553174
811,6,595,5.0,845553174
812,6,596,3.0,845554141
813,6,597,4.0,845553354
814,6,606,3.0,845555024
815,6,608,3.0,845553844
816,6,609,4.0,845555342
818,6,628,3.0,845555300
819,6,631,4.0,845555265
820,6,637,4.0,845555046
821,6,640,1.0,845555362
822,6,647,4.0,845555151
823,6,662,3.0,845556147
824,6,667,3.0,845555342
825,6,694,3.0,845555694
826,6,697,3.0,845556378
827,6,700,4.0,845556147
828,6,704,3.0,845555571
829,6,708,4.0,845554376
831,6,710,3.0,845556223
832,6,711,4.0,845555317
833,6,719,2.0,845555694
834,6,736,5.0,845553619
835,6,747,3.0,845555046
836,6,762,1.0,845555006
837,6,765,3.0,845555632
839,6,780,5.0,845556915
840,6,783,5.0,845554584
841,6,795,3.0,845556506
842,6,799,3.0,845555656
843,6,801,3.0,845556194
844,6,802,4.0,845554584
845,6,818,3.0,845555514
846,6,830,5.0,845556222
847,6,835,4.0,845556194
848,6,837,3.0,845556241
849,6,838,4.0,845555514
850,6,839,3.0,845556120
851,6,842,3.0,845555675
852,6,848,4.0,845556340
853,6,852,4.0,845555694
854,6,867,3.0,845556412
855,6,880,3.0,845556181
856,6,881,3.0,845556340
857,6,888,3.0,845556448
864,6,999,2.0,845556412
865,6,1004,4.0,845556506
866,6,1006,4.0,845556694
874,7,1,4.5,1106635946
875,7,50,4.5,1106635993
876,7,58,3.0,1106635520
877,7,150,4.5,1106635925
878,7,165,4.0,1106635987
880,7,356,5.0,1106635915
881,7,380,3.0,1106635937
882,7,466,5.0,1106635532
883,7,480,5.0,1106635917
884,7,587,2.0,1106635714
885,7,588,3.0,1106635971
886,7,589,2.5,1106635940
888,7,593,5.0,1106635912
889,7,595,3.5,1106712636
890,7,648,4.0,1106635981
892,7,780,4.5,1106635943
893,7,920,3.0,1106635685
896,7,1183,1.5,1106712613
901,7,1220,4.5,1106635464
1026,8,2,4.0,839463806
1027,8,10,2.0,839463509
1028,8,11,4.0,839463806
1029,8,21,4.0,839463564
1030,8,32,3.0,839463624
1031,8,34,5.0,839463546
1032,8,39,3.0,839463644
1033,8,47,4.0,839463546
1034,8,50,5.0,839463644
1035,8,110,3.0,839463527
1036,8,141,3.0,839464076
1037,8,150,4.0,839463422
1039,8,185,5.0,839463509
1040,8,186,4.0,839463856
1041,8,208,3.0,839463509
1042,8,231,4.0,839463470
1043,8,235,3.0,839464076
1044,8,236,3.0,839463767
1045,8,252,3.0,839463856
1046,8,253,5.0,839463509
1047,8,282,3.0,839463767
1048,8,292,3.0,839463489
1049,8,296,4.0,839463422
1050,8,317,3.0,839463644
1051,8,318,5.0,839463489
1052,8,339,3.0,839463509
1053,8,356,3.0,839463527
1054,8,357,5.0,839463767
1055,8,364,5.0,839463546
1056,8,367,3.0,839463564
1057,8,377,4.0,839463644
1058,8,380,5.0,839463422
1059,8,432,1.0,839463702
1060,8,440,3.0,839463728
1061,8,454,4.0,839463546
1062,8,457,3.0,839463489
1063,8,480,4.0,839463527
1064,8,500,2.0,839463624
1065,8,527,5.0,839463728
1066,8,539,3.0,839463728
1068,8,587,3.0,839463702
1071,8,593,4.0,839463470
1072,8,597,3.0,839463728
1073,9,41,3.0,1044656650
1074,9,187,3.0,1044657119
1075,9,223,4.0,1044656650
1076,9,371,3.0,1044656716
1077,9,627,3.0,1044657102
1078,9,922,4.0,1044657026
1079,9,923,5.0,1044657026
1081,9,1095,4.0,1044657088
1119,10,296,1.0,1455303387
1120,10,356,3.5,1455301685
1121,10,588,4.0,1455306173
1122,10,597,3.5,1455357645
1123,10,912,4.0,1455302254
1259,11,6,5.0,902154266
1260,11,10,3.0,902154316
1261,11,36,4.0,902155135
1262,11,44,2.0,902154593
1263,11,95,3.0,902154458
1264,11,110,5.0,902154266
1265,11,150,5.0,902154266
1267,11,165,3.0,902154567
1268,11,170,4.0,902154621
1269,11,208,3.0,902154706
1270,11,292,4.0,902154383
1271,11,318,4.0,902155070
1272,11,349,5.0,902154342
1273,11,356,5.0,901200263
1274,11,368,3.0,904510567
1275,11,376,2.0,902154684
1276,11,377,3.0,902154431
1277,11,380,4.0,902154431
1278,11,434,3.0,902154685
1279,11,457,5.0,902154316
1280,11,466,3.0,902154805
1281,11,474,4.0,902154431
1282,11,480,4.0,902154383
1283,11,493,3.0,902154805
1284,11,511,4.0,902154514
1285,11,529,5.0,902155043
1286,11,589,4.0,902154266
1287,11,593,5.0,902155102
1288,11,648,4.0,902154514
1289,11,733,4.0,902154431
1290,11,736,4.0,902154542
1291,11,780,4.0,902154487
1323,12,39,4.0,1247264471
1324,12,168,5.0,1247264411
1325,12,222,5.0,1247263465
1326,12,256,5.0,1247263375
1327,12,261,4.5,1247263357
1328,12,277,3.0,1247263371
1329,12,357,3.5,1247264106
1330,12,543,3.5,1247263318
1331,12,830,4.0,1247263452
1332,12,838,5.0,1247264096
1333,12,920,4.5,1247264114
1355,13,47,5.0,987895819
1356,13,305,1.0,987456968
1357,13,597,3.0,987456968
1386,14,4,3.0,835441653
1387,14,7,3.0,835441989
1388,14,19,1.0,835441168
1389,14,25,4.0,835441394
1390,14,32,4.0,835441168
1391,14,39,3.0,835441186
1392,14,47,5.0,835441133
1393,14,95,5.0,835441295
1394,14,105,3.0,835441371
1395,14,110,5.0,835441107
1396,14,150,4.0,835440977
1398,14,193,3.0,835441371
1399,14,231,3.0,835441042
1400,14,266,5.0,835441168
1401,14,282,5.0,835441239
1402,14,288,4.0,835441107
1403,14,296,3.0,835440978
1404,14,318,3.0,835441042
1405,14,337,5.0,835441239
1406,14,339,4.0,835441066
1407,14,344,2.0,835441012
1408,14,351,3.0,835441686
1409,14,356,4.0,835441239
1410,14,367,1.0,835441210
1411,14,376,4.0,835441620
1412,14,377,3.0,835441328
1413,14,383,4.0,835441729
1414,14,434,4.0,835441066
1415,14,448,3.0,835442201
1416,14,455,3.0,835441812
1417,14,477,4.0,835441578
1418,14,480,3.0,835441262
1419,14,491,3.0,835441672
1420,14,508,3.0,835441558
1421,14,509,5.0,835441347
1422,14,524,3.0,835442007
1423,14,527,3.0,835441371
1424,14,539,4.0,835441415
1425,14,540,3.0,835441794
1426,14,552,3.0,835441558
1427,14,553,4.0,835441239
1431,14,593,4.0,835441086
1432,14,597,3.0,835441431
1433,14,784,1.0,835442447
1434,15,1,2.5,1510577970
1435,15,44,1.0,1299424916
1436,15,47,3.5,1510571970
1437,15,158,1.0,1299424840
1438,15,172,1.0,1299424762
1439,15,256,3.0,1299425021
1441,15,293,3.0,1510571962
1442,15,296,4.0,1510571877
1443,15,318,5.0,1510571866
1444,15,355,1.0,1299425002
1445,15,356,5.0,1510571873
1446,15,364,3.0,1510577958
1447,15,527,5.0,1510571982
1448,15,588,3.0,1510577985
1449,15,589,5.0,1510572012
1450,15,596,2.0,1510578088
1451,15,780,3.5,1510572881
1452,15,849,2.0,1299425064
1456,15,1200,5.0,1510572775
1569,16,47,3.5,1377477814
1570,16,50,4.0,1377476781
1572,16,204,2.0,1377476617
1574,16,293,4.0,1377477870
1575,16,296,3.0,1377477302
1576,16,318,4.0,1377476766
1577,16,319,4.0,1377476675
1578,16,356,3.5,1377477951
1579,16,527,4.0,1377476787
1581,16,593,3.0,1377476977
1582,16,608,4.5,1377477406
1583,16,678,4.0,1377477470
1584,16,745,4.0,1377476943
1586,16,849,4.0,1377476589
1588,16,904,3.5,1377476805
1589,16,912,3.5,1377476810
1590,16,913,4.0,1377477016
1591,16,923,3.5,1377477349
1592,16,1089,4.0,1377477608
1594,16,1147,4.0,1377477315
1595,16,1148,4.0,1377476909
1597,16,1188,2.5,1377476656
1667,17,1,4.5,1305696483
1668,17,44,3.5,1305696245
1669,17,47,4.0,1307262715
1670,17,50,4.5,1305697013
1671,17,110,4.5,1305696470
1673,17,150,3.5,1305696497
1675,17,293,3.5,1307262308
1676,17,296,5.0,1305696455
1677,17,318,5.0,1305696465
1678,17,356,5.0,1305696457
1679,17,480,4.5,1305696463
1680,17,527,4.5,1305696664
1682,17,589,4.5,1305696475
1685,17,593,4.5,1305696461
1687,17,780,4.0,1305696486
1690,17,904,4.0,1307262274
1694,17,1089,4.0,1307262280
1696,17,1093,4.0,1305696318
1772,18,1,3.5,1455209816
1773,18,2,3.0,1455617462
1774,18,6,4.0,1460138360
1775,18,16,4.5,1461311583
1776,18,32,4.0,1455209840
1777,18,34,2.5,1455617533
1778,18,36,4.0,1455617478
1779,18,47,4.5,1455050013
1780,18,50,5.0,1455049343
1781,18,70,3.5,1455735732
1782,18,104,2.5,1455748792
1783,18,110,4.5,1455050170
1785,18,145,3.5,1456864434
1786,18,163,4.0,1455748933
1787,18,165,4.0,1455209902
1788,18,180,4.0,1455617692
1789,18,208,3.0,1455617516
1790,18,223,4.0,1455617470
1791,18,231,2.5,1455748462
1792,18,235,4.5,1455529905
1794,18,288,4.0,1455617466
1795,18,293,4.5,1455050049
1796,18,296,4.0,1455050745
1797,18,318,5.0,1455049328
1798,18,329,4.0,1455231677
1799,18,337,4.0,1455748833
1800,18,344,2.5,1455209869
1801,18,356,4.5,1455050112
1802,18,364,3.0,1455209887
1803,18,367,2.5,1455618093
1804,18,370,3.0,1455748940
1805,18,374,2.5,1455617791
1806,18,377,2.5,1455209879
1807,18,380,2.5,1455209846
1808,18,431,4.0,1462138790
1809,18,435,2.0,1459946774
1810,18,442,3.0,1455748803
1811,18,457,3.5,1477432493
1812,18,466,2.5,1459946776
1813,18,480,3.5,1455209811
1814,18,500,3.5,1455618095
1815,18,502,2.0,1456864767
1816,18,508,4.0,1455749987
1817,18,527,4.5,1455050006
1819,18,555,4.0,1504907725
1821,18,588,3.5,1455209912
1822,18,589,4.5,1455209793
1824,18,593,4.5,1455050067
1825,18,595,3.0,1455209900
1826,18,608,4.5,1455050069
1827,18,628,3.5,1459495567
1828,18,648,3.0,1455209873
1829,18,653,3.0,1456955524
1830,18,673,3.0,1455735781
1831,18,745,4.0,1460242118
1832,18,778,4.5,1455050179
1833,18,780,4.0,1455209824
1834,18,784,2.0,1455735643
1835,18,849,3.5,1455735861
1837,18,904,4.5,1455050080
1839,18,913,4.0,1517525849
1840,18,919,4.0,1455748544
1841,18,923,5.0,1455059762
1848,18,1089,4.0,1455051391
1849,18,1095,4.0,1502911292
1851,18,1148,4.5,1455050359
2274,19,1,4.0,965705637
2275,19,2,3.0,965704331
2276,19,3,3.0,965707636
2277,19,7,2.0,965706657
2278,19,10,2.0,965709556
2279,19,12,1.0,965705347
2280,19,13,3.0,965709102
2281,19,15,2.0,965710039
2282,19,19,2.0,965708339
2283,19,32,4.0,965703646
2284,19,34,4.0,965705661
2285,19,44,3.0,965710019
2286,19,47,3.0,965710720
2287,19,48,1.0,965709172
2288,19,54,2.0,965702660
2289,19,64,2.0,965708037
2290,19,65,2.0,965708217
2291,19,70,2.0,965704974
2292,19,87,2.0,965708059
2293,19,92,2.0,965712048
2294,19,102,1.0,965708653
2295,19,104,2.0,965706185
2296,19,107,2.0,965706886
2297,19,118,3.0,965708217
2298,19,135,3.0,965707637
2299,19,141,1.0,965706592
2301,19,158,3.0,965709785
2302,19,161,2.0,965710914
2303,19,165,3.0,965711413
2304,19,170,3.0,965711598
2305,19,173,1.0,965703997
2306,19,185,2.0,965704056
2307,19,186,2.0,965707724
2308,19,196,2.0,965703915
2309,19,208,2.0,965709832
2310,19,216,2.0,965707746
2311,19,223,3.0,965705917
2312,19,231,2.0,965706728
2313,19,235,4.0,965705784
2314,19,252,3.0,965706507
2315,19,253,3.0,965704952
2316,19,256,1.0,965703997
2317,19,258,3.0,965704033
2319,19,273,1.0,965705240
2320,19,289,2.0,965706795
2322,19,293,4.0,965710720
2323,19,295,3.0,965708038
2324,19,316,2.0,965703785
2325,19,319,1.0,965710693
2326,19,325,2.0,965708360
2327,19,328,2.0,965705076
2328,19,329,2.0,965709622
2329,19,330,3.0,965705097
2330,19,332,2.0,965703973
2331,19,333,2.0,965706548
2332,19,338,2.0,965703940
2333,19,339,3.0,965706365
2334,19,344,2.0,965706566
2335,19,348,2.0,965706276
2336,19,350,2.0,965712461
2337,19,351,2.0,965706045
2338,19,353,5.0,965711267
2339,19,356,2.0,965706045
2340,19,357,4.0,965706092
2341,19,362,2.0,965709622
2342,19,364,3.0,965709102
2343,19,366,2.0,965704974
2344,19,367,4.0,965704281
2345,19,368,3.0,965706636
2346,19,370,3.0,965707669
2347,19,372,1.0,965706507
2348,19,374,2.0,965708038
2349,19,377,4.0,965711156
2350,19,378,3.0,965707419
2351,19,379,2.0,965703885
2352,19,380,3.0,965707487
2353,19,407,3.0,965705059
2354,19,410,2.0,965706683
2355,19,414,2.0,965706886
2356,19,420,2.0,965708098
2357,19,422,3.0,965711481
2358,19,423,3.0,965711598
2359,19,427,3.0,965712068
2360,19,432,3.0,965707983
2361,19,434,3.0,965709832
2362,19,435,2.0,965703973
2363,19,440,3.0,965706114
2364,19,442,3.0,965703811
2365,19,445,2.0,965706907
2366,19,450,2.0,965706866
2367,19,455,2.0,965710092
2368,19,457,4.0,965710781
2369,19,466,3.0,965707518
2370,19,468,3.0,965706967
2371,19,472,2.0,965707518
2372,19,474,3.0,965710914
2373,19,480,2.0,965703785
2374,19,485,2.0,965707889
2375,19,486,2.0,965707828
2376,19,490,2.0,965711106
2377,19,494,2.0,965711156
2378,19,497,3.0,965706045
2379,19,500,2.0,965706636
2380,19,512,2.0,965703885
2381,19,513,3.0,965707637
2382,19,520,2.0,965706795
2383,19,537,1.0,965707576
2384,19,539,3.0,965706839
2385,19,540,1.0,965711928
2387,19,542,2.0,965707983
2388,19,543,3.0,965706232
2389,19,546,2.0,965704079
2390,19,551,5.0,965706163
2391,19,558,2.0,965704355
2392,19,575,2.0,965706866
2394,19,587,3.0,965706438
2395,19,588,3.0,965706337
2396,19,589,5.0,965710720
2398,19,597,3.0,965706967
2399,19,606,2.0,965705362
2402,19,627,2.0,965711342
2403,19,637,2.0,965708098
2404,19,640,1.0,965712018
2405,19,648,3.0,965709656
2406,19,653,2.0,965704331
2407,19,661,3.0,965709102
2408,19,671,2.0,965703674
2409,19,673,1.0,965704355
2411,19,708,3.0,965706615
2413,19,711,3.0,965709923
2414,19,719,2.0,965707724
2416,19,724,4.0,965705076
2417,19,733,3.0,965709534
2418,19,736,2.0,965709785
2419,19,742,3.0,965711994
2420,19,743,2.0,965707137
2421,19,745,4.0,965708982
2422,19,761,3.0,965709832
2423,19,762,1.0,965708038
2424,19,783,4.0,965709144
2425,19,785,2.0,965706209
2426,19,788,2.0,965703885
2427,19,798,2.0,965710019
2428,19,799,3.0,965705040
2429,19,810,1.0,965704375
2430,19,818,4.0,965707552
2431,19,829,2.0,965706415
2432,19,830,2.0,965707016
2433,19,832,2.0,965711184
2434,19,837,4.0,965706317
2435,19,839,1.0,965712018
2436,19,842,2.0,965705347
2437,19,849,2.0,965704033
2438,19,852,4.0,965706209
2439,19,866,2.0,965710781
2440,19,879,1.0,965705195
2441,19,880,2.0,965711873
2442,19,881,1.0,965707137
2444,19,904,5.0,965712377
2448,19,913,5.0,965712238
2449,19,915,2.0,965706045
2452,19,930,3.0,965710781
2453,19,931,4.0,965710914
2474,19,1089,3.0,965710671
2475,19,1092,2.0,965711649
2477,19,1127,3.0,965709478
2480,19,1148,4.0,965705539
2486,19,1200,3.0,965710693
2977,20,2,3.0,1054038313
2978,20,8,1.0,1054038422
2979,20,13,4.0,1054038425
2980,20,34,4.0,1054038093
2981,20,48,5.0,1054038357
2982,20,107,3.5,1054038320
2983,20,158,3.0,1054038381
2984,20,239,4.5,1054038398
2985,20,262,4.5,1054038142
2986,20,317,3.5,1054038283
2987,20,362,4.0,1054038216
2988,20,364,5.0,1054038067
2989,20,531,4.5,1054038162
2990,20,551,5.0,1054038128
2992,20,588,5.0,1054038059
2994,20,595,5.0,1054038060
2995,20,596,4.5,1054038175
2996,20,661,5.0,1054038185
2999,20,783,3.5,1054038251
3000,20,801,2.5,1054038390
3001,20,837,4.0,1054038259
3004,20,919,5.0,1054038078
3023,20,1148,5.0,1054038506
3219,21,1,3.5,1407618878
3220,21,2,3.5,1419795031
3221,21,10,5.0,1403459783
3222,21,19,2.5,1419795052
3223,21,38,2.5,1419795113
3224,21,44,1.0,1376822969
3225,21,48,3.0,1376822924
3226,21,145,3.0,1376823315
3227,21,165,3.5,1418846918
3228,21,170,2.0,1376823399
3230,21,293,3.0,1436989949
3231,21,296,3.5,1500701533
3232,21,355,4.0,1376823342
3233,21,356,4.5,1407617845
3234,21,364,4.0,1418063557
3235,21,367,3.0,1407617838
3236,21,370,5.0,1376823264
3237,21,435,1.0,1403461004
3238,21,480,4.0,1418063303
